,full_df_name,model,best_parameters,MSE,MAE,MAPE,RMSE,SMAPE
1,Full_80:20_MinMax_PCA_90,Linear Regressor,{},0.05154558737475699,0.183022993125065,0.5269217576000352,0.2270365331279462,39.93405698985147
2,Full_80:20_MinMax_PCA_95,Linear Regressor,{},0.06429565617843302,0.2021152419508729,0.5510053873111038,0.2535658813374406,47.31477188406959
3,Full_80:20_MinMax_PCA_90,Support Vector Regressor,"{'kernel': 'rbf', 'gamma': 0.001, 'C': 1}",0.05226740280679518,0.1718681402241004,0.7457636287363478,0.2286206526252499,33.20154493295222
4,Full_80:20_MinMax_PCA_95,Support Vector Regressor,"{'kernel': 'rbf', 'gamma': 0.001, 'C': 1}",0.05237778072692317,0.1720014627597441,0.7457277910763828,0.228861925026692,33.22215349059429
5,Full_80:20_MinMax_PCA_90,Decision Tree Regressor,"{'splitter': 'best', 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'max_leaf_nodes': 90, 'max_features': None, 'max_depth': 26, 'criterion': 'mae', 'ccp_alpha': 0.0}",0.06909376831309415,0.2076592871879438,0.8733132469670067,0.2628569350675271,38.26588314370247
6,Full_80:20_MinMax_PCA_95,Decision Tree Regressor,"{'splitter': 'best', 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'max_leaf_nodes': 90, 'max_features': None, 'max_depth': 26, 'criterion': 'mae', 'ccp_alpha': 0.0}",0.06909376831309415,0.2076592871879438,0.8733132469670067,0.2628569350675271,38.26588314370247
7,Full_80:20_MinMax_PCA_90,K-Neighbors Regressor,"{'weights': 'uniform', 'n_neighbors': 9}",0.04649126778418745,0.1588246803173968,0.6788824321367689,0.2156183382372368,30.70866851937933
8,Full_80:20_MinMax_PCA_95,K-Neighbors Regressor,"{'weights': 'distance', 'n_neighbors': 8}",0.0462791121060357,0.1577071681227853,0.6816170438966404,0.2151258053001446,30.68776472040039
9,Full_80:20_MinMax_PCA_90,Stochastic Gradient Descent Regressor,"{'tol': 0.0001, 'power_t': 0.25, 'penalty': 'elasticnet', 'max_iter': 3000, 'loss': 'squared_loss', 'learning_rate': 'optimal', 'l1_ratio': 0, 'fit_intercept': True, 'eta0': 0.001, 'alpha': 1}",0.05911531574749741,0.18831563446153,0.7285488279132483,0.2431364138657503,35.88413732776966
10,Full_80:20_MinMax_PCA_95,Stochastic Gradient Descent Regressor,"{'tol': 0.0001, 'power_t': 0.25, 'penalty': 'elasticnet', 'max_iter': 3000, 'loss': 'squared_loss', 'learning_rate': 'optimal', 'l1_ratio': 0, 'fit_intercept': True, 'eta0': 0.001, 'alpha': 1}",0.05919381499516047,0.1883644531227594,0.7281348672470095,0.2432977907732836,35.89078771625579
11,Full_80:20_MinMax_PCA_90,Voting Regressor,"{'rf__n_estimators': 200, 'gb__n_estimators': 200}",0.04418394641632423,0.165172127467439,0.5665285840326542,0.2101997773936125,31.41794348419936
12,Full_80:20_MinMax_PCA_95,Voting Regressor,"{'rf__n_estimators': 200, 'gb__n_estimators': 100}",0.04958112631681037,0.1670448454774488,0.5572439489184133,0.2226681978119246,31.64857851374587
13,Full_80:20_MinMax_PCA_90,Stacking Regressor,{'final_estimator': LinearSVR(random_state=42)},0.08299010458697705,0.237490249170241,0.9129927921620792,0.2880800315658429,43.37450092809812
14,Full_80:20_MinMax_PCA_95,Stacking Regressor,{'final_estimator': LinearSVR(random_state=42)},0.09897555909302097,0.2600408066740124,1.031847894235707,0.3146038129028652,45.76490880112219
15,Full_80:20_MinMax_PCA_90,Gradient Boosting Regressor,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 10, 'min_impurity_decrease': 0, 'max_leaf_nodes': 5, 'max_features': 'log2', 'max_depth': 30, 'learning_rate': 0.1}",0.05463288680247568,0.1802680246837043,0.6362600373243135,0.233736789578525,33.62636467968627
16,Full_80:20_MinMax_PCA_95,Gradient Boosting Regressor,"{'n_estimators': 50, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'max_leaf_nodes': 15, 'max_features': 'log2', 'max_depth': 20, 'learning_rate': 0.05}",0.05599577699038896,0.181767817728864,0.6928474934478978,0.2366342684194091,34.80618186562577
17,Full_80:20_MinMax_PCA_90,Random Forest Regressor,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None}",0.04684014857964804,0.1671276906189225,0.6363080192755438,0.2164258500726012,32.40579510838732
18,Full_80:20_MinMax_PCA_95,Random Forest Regressor,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None}",0.04731194295277782,0.167435409224773,0.6358337079316732,0.2175130868540507,32.64151597068128
19,Full_80:20_MinMax_PCA_90,AdaBoostRegressor,"{'n_estimators': 400, 'loss': 'square', 'learning_rate': 1.0}",0.06145020472328127,0.1842688661219828,0.8003128438673517,0.2478915180543321,33.9047042265889
20,Full_80:20_MinMax_PCA_95,AdaBoostRegressor,"{'n_estimators': 400, 'loss': 'square', 'learning_rate': 1.0}",0.05653874371617046,0.1835712460565867,0.7278620057718858,0.2377787705329693,33.83652878827541
21,Full_80:20_MinMax_PCA_90,BaggingRegressor,"{'n_estimators': 160, 'max_samples': 0.7000000000000001, 'max_features': 0.8}",0.04925623999961964,0.1711943486474597,0.647835956137742,0.2219374686699378,33.15727077497247
22,Full_80:20_MinMax_PCA_95,BaggingRegressor,"{'n_estimators': 160, 'max_samples': 0.7000000000000001, 'max_features': 0.8}",0.05028738511488944,0.1707883130210686,0.6485388415287177,0.2242484896602192,33.19246316632677
23,Full_80:20_MinMax_PCA_90,ExtraTreesRegressor,"{'n_estimators': 50, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 30}",0.04893693381958072,0.172620594860573,0.626199571050473,0.2212169383649921,33.40589462138605
24,Full_80:20_MinMax_PCA_95,ExtraTreesRegressor,"{'n_estimators': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': None}",0.05336956931319145,0.1811879341329842,0.6909459325258821,0.2310185475523371,34.73382478466336
25,Full_80:20_MinMax_PCA_90,XGBoost Regressor,"{'subsample': 0.7, 'reg_lambda': 1.0, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 6, 'learning_rate': 0.2, 'gamma': 0.1, 'colsample_bytree': 0.7}",0.04653182075315788,0.1642572388305434,0.5428437499971517,0.2157123565147761,31.60504226793173
26,Full_80:20_MinMax_PCA_95,XGBoost Regressor,"{'subsample': 0.9, 'reg_lambda': 1.0, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0.2, 'colsample_bytree': 1.0}",0.05214099969228166,0.1776219154486438,0.6986840960051001,0.2283440380046776,33.87485142991348
